,timestamp,timestamp_str,fix_type,latitude,latitude_processed,longitude,longitude_processed,altitude,velocity,speed,acceleration_vector,acceleration_magnitude,horizontal_accuracy,vertical_accuracy,speed_accuracy
1005,1679694604.7,2023/03/24 17:50:04.700,1,40.445730736,40.445730736,-79.953065033,-79.953065033,246.1493,"[-3.085150205382702e-05, -2.6637077430285653e-05]",4.0759650059885526e-05,"[-9.897722334519906e-06, -7.293000611080051e-06]",1.2294420088986229e-05,,,
1006,1679694604.8,2023/03/24 17:50:04.800,1,40.445727585,40.445727585,-79.953067708,-79.953067708,246.1403,"[-3.233220043950359e-05, -2.6611272127517816e-05]",4.187518345637477e-05,"[-1.5949302891405438e-05, 2.1935821831871174e-05]",2.7121219407714504e-05,,,
1007,1679694604.9,2023/03/24 17:50:04.900,1,40.445724286,40.445724286,-79.953070276,-79.953070276,246.131,"[-3.350799124016734e-05, -2.49141381785174e-05]",4.175523629593526e-05,"[-4.4349142132312284e-06, 1.802711929610664e-05]",1.8564630192782744e-05,,,
1008,1679694605.0,2023/03/24 17:50:05.000,1,40.445720903,40.445720903,-79.953072703,-79.953072703,246.1193,"[-3.425236878636444e-05, -2.3883148134449668e-05]",4.175679025367227e-05,"[-1.006138771881066e-05, 3.6941297928619378e-06]",1.0718120999258412e-05,,,
1009,1679694605.1,2023/03/24 17:50:05.100,1,40.445717428,40.445717428,-79.95307504,-79.95307504,246.1111,"[-3.524229293432667e-05, -2.2528476845713796e-05]",4.182764014687841e-05,"[-1.060534301523192e-05, 2.9216173761057845e-05]",3.108147534637076e-05,,,
1010,1679694605.2,2023/03/24 17:50:05.200,1,40.445713854,40.445713854,-79.95307719,-79.95307719,246.1071,"[-3.620499297455767e-05, -2.0903764826154178e-05]",4.1806326078656216e-05,"[-9.349215344238352e-06, 1.1214027695117256e-05]",1.4600076873078398e-05,,,
1011,1679694605.3,2023/03/24 17:50:05.300,1,40.445710187,40.445710187,-79.95307923,-79.95307923,246.1005,"[-3.7132658472975035e-05, -1.995322951044778e-05]",4.215407089673794e-05,"[-9.746137512553032e-06, 1.8532667084756843e-05]",2.0939124759359528e-05,,,
1012,1679694605.4,2023/03/24 17:50:05.400,1,40.445706421,40.445706421,-79.953081112,-79.953081112,246.0938,"[-3.822721404437456e-05, -1.7480095087441442e-05]",4.2034195815555005e-05,"[-1.0216242619601794e-05, 4.01349116270012e-05]",4.141476481364785e-05,,,
1013,1679694605.5,2023/03/24 17:50:05.500,1,40.445702549,40.445702549,-79.953082715,-79.953082715,246.0922,"[-3.9194870851964994e-05, -1.5136598964073313e-05]",4.201612225445609e-05,"[-7.051004556235105e-06, 9.406968395756337e-06]",1.1756177935485952e-05,,,
1014,1679694605.6,2023/03/24 17:50:05.600,1,40.445698591,40.445698591,-79.953084147,-79.953084147,246.0893,"[-3.9997821662974595e-05, -1.3157191156891033e-05]",4.210626339301662e-05,"[-6.962874074712614e-06, 3.301769443364365e-05]",3.374388479552655e-05,,,
1015,1679694605.7,2023/03/24 17:50:05.700,1,40.445694547,40.445694547,-79.953085324,-79.953085324,246.0905,"[-4.097603894229698e-05, -1.0646454302086104e-05]",4.233654162313033e-05,"[-8.005902396549246e-06, 1.6208513412846018e-05]",1.8077897561317306e-05,,,
1016,1679694605.8,2023/03/24 17:50:05.800,1,40.445690412,40.445690412,-79.953086297,-79.953086297,246.0855,"[-4.169774581945069e-05, -8.707544095186748e-06]",4.2597222099488356e-05,"[-5.445807257019744e-07, 2.198371925198497e-05]",2.1990463394774123e-05,,,
1017,1679694605.9,2023/03/24 17:50:05.900,1,40.445686217,40.445686217,-79.953087062,-79.953087062,246.0848,"[-4.242709911756679e-05, -6.634066388277405e-06]",4.2942631223248404e-05,"[-3.7028170181443887e-06, 1.6283486333248334e-05]",1.6699185041041524e-05,,,
1018,1679694606.0,2023/03/24 17:50:06.000,1,40.445681956,40.445681956,-79.953087616,-79.953087616,246.0804,"[-4.279078302396943e-05, -4.166056923063884e-06]",4.2993105750697275e-05,"[1.0957751814086678e-06, 2.1964660066002007e-05]",2.199197615184262e-05,,,
1019,1679694606.1,2023/03/24 17:50:06.100,1,40.445677672,40.445677672,-79.953087946,-79.953087946,246.0844,"[-4.29933452008724e-05, -2.6661273045157936e-06]",4.3075932565241836e-05,"[-1.527096918459362e-06, 6.320133120019028e-06]",6.502007970860197e-06,,,
1020,1679694606.2,2023/03/24 17:50:06.200,1,40.44567337,40.44567337,-79.953088143,-79.953088143,246.0881,"[-4.299677004189017e-05, -8.937442139609103e-07]",4.300605786113362e-05,"[8.131641147668895e-07, 3.5077139422054674e-05]",3.508656360933351e-05,,,
1021,1679694606.3,2023/03/24 17:50:06.300,1,40.445669072,40.445669072,-79.953088094,-79.953088094,246.0958,"[-4.2987241060469356e-05, 1.5036347595399902e-06]",4.301353056284731e-05,"[-6.417702449834687e-06, 3.671131121002188e-06]",7.393518001750244e-06,,,
1022,1679694606.4,2023/03/24 17:50:06.400,1,40.445664761,40.445664761,-79.953087874,-79.953087874,246.1036,"[-4.303444722584518e-05, 3.409163914363528e-06]",4.3169272018752554e-05,"[1.7175330343638333e-05, 1.1866888553520165e-05]",2.08761829929413e-05,,,
1023,1679694606.5,2023/03/24 17:50:06.500,1,40.445660518,40.445660518,-79.953087485,-79.953087485,246.1147,"[-4.2079992833452693e-05, 4.258339658354631e-06]",4.229490812744894e-05,"[4.748800596602934e-06, -3.875925387340255e-06]",6.1297556814709256e-06,,,
1024,1679694606.6,2023/03/24 17:50:06.600,1,40.445656379,40.445656379,-79.953087028,-79.953087028,246.1236,"[-4.0247572489812097e-05, 5.38712980470151e-06]",4.060650512978657e-05,"[6.806869489234498e-06, 1.6319756394533848e-05]",1.7682418415488303e-05,,,
1025,1679694606.7,2023/03/24 17:50:06.700,1,40.445652374,40.445652374,-79.953086428,-79.953086428,246.1327,"[-3.999502713517935e-05, 6.409725438445061e-06]",4.0505391934160846e-05,"[-5.717676917245596e-07, 1.4429321559381591e-06]",1.5520861767119682e-06,,,
1026,1679694606.8,2023/03/24 17:50:06.800,1,40.445648387,40.445648387,-79.953085777,-79.953085777,246.1354,"[-3.959147142591745e-05, 6.6384214397558306e-06]",4.0144155849650744e-05,"[9.136330180087987e-05, 1.2265854554997627e-05]",9.218299248735103e-05,,,
1027,1679694606.9,2023/03/24 17:50:06.900,1,40.445644705,40.445644705,-79.953085091,-79.953085091,246.1457,"[-3.584507073245036e-05, 6.689833859863897e-06]",3.6463995569423694e-05,"[1.2713498105979582e-05, -3.581970538645158e-05]",3.80090032500582e-05,,,
1028,1679694607.0,2023/03/24 17:50:07.000,1,40.445641202,40.445641202,-79.953084493,-79.953084493,246.1516,"[-3.4035633117992333e-05, 6.351332942734188e-06]",3.4623167848884616e-05,"[2.678831649028049e-05, -2.3885707294265873e-06]",2.689459370417979e-05,,,
1029,1679694607.1,2023/03/24 17:50:07.100,1,40.445637954,40.445637954,-79.953083749,-79.953083749,246.1555,"[-3.0708241199311424e-05, 9.736783964600717e-06]",3.221491951764575e-05,"[1.8425807903701377e-05, 8.66637085538625e-06]",2.0362131045330016e-05,,,
1030,1679694607.2,2023/03/24 17:50:07.200,1,40.445634986,40.445634986,-79.953082747,-79.953082747,246.1537,"[-2.8544681848423256e-05, 1.0153070049433013e-05]",3.0296595407015584e-05,"[6.59714004920945e-06, -1.3343559369758215e-06]",6.7307326938028e-06,,,
1031,1679694607.3,2023/03/24 17:50:07.300,1,40.445632166,40.445632166,-79.953081727,-79.953081727,246.151,"[-2.784057363742419e-05, 1.0360606790719107e-05]",2.9705886849793487e-05,"[7.48995234135216e-06, 2.2517379700245388e-05]",2.3730397692427107e-05,,,
1032,1679694607.4,2023/03/24 17:50:07.400,1,40.445629431,40.445629431,-79.953080616,-79.953080616,246.1399,"[-2.6743233578862257e-05, 1.1482868237302942e-05]",2.9104240330385646e-05,"[3.4967820302404e-05, 7.147961139833022e-06]",3.569092048627746e-05,,,
1033,1679694607.5,2023/03/24 17:50:07.500,1,40.445626898,40.445626898,-79.953079421,-79.953079421,246.1274,"[-2.4251994658918068e-05, 1.2526899873881944e-05]",2.7296198735106945e-05,"[2.02942641429458e-05, 1.0225268304390666e-05]",2.272472813919744e-05,,,
1034,1679694607.6,2023/03/24 17:50:07.600,1,40.445624563,40.445624563,-79.953078112,-79.953078112,246.1139,"[-2.256078966054016e-05, 1.3704974720612086e-05]",2.6397264293857275e-05,"[8.945550098816159e-06, 4.422898185497387e-06]",9.979223162636754e-06,,,
1035,1679694607.7,2023/03/24 17:50:07.700,1,40.445622397,40.445622397,-79.953076721,-79.953076721,246.1038,"[-2.030560591659216e-05, 1.4098845573561419e-05]",2.472033733886079e-05,"[1.6653121459826356e-05, 4.180771575482024e-06]",1.7169895320650254e-05,,,
1036,1679694607.8,2023/03/24 17:50:07.800,1,40.445620457,40.445620457,-79.953075292,-79.953075292,246.0985,"[-1.8421499075530087e-05, 1.4463311600570936e-05]",2.3420909688672764e-05,"[1.178837470375261e-06, 1.4008177054399146e-05]",1.4057691210471065e-05,,,
1037,1679694607.9,2023/03/24 17:50:07.900,1,40.44561863,40.44561863,-79.95307378,-79.95307378,246.0912,"[-1.8025865352553016e-05, 1.5732901972460176e-05]",2.3926053293082262e-05,"[-1.6791596547018103e-06, 2.4459723640295334e-05]",2.4517293033807806e-05,,,
1038,1679694608.0,2023/03/24 17:50:08.000,1,40.445616838,40.445616838,-79.953072124,-79.953072124,246.0757,"[-1.7624362633510672e-05, 1.6991258265265684e-05]",2.4481033795051357e-05,"[4.506399212279206e-06, -1.1775703622909462e-05]",1.2608522105109452e-05,,,
1039,1679694608.1,2023/03/24 17:50:08.100,1,40.445615095,40.445615095,-79.953070356,-79.953070356,246.0654,"[-1.7266644303044453e-05, 1.9646318797331766e-05]",2.6155589226286777e-05,"[1.9001572226953684e-06, 1.0570760640706686e-05]",1.0740185193658208e-05,,,
1040,1679694608.2,2023/03/24 17:50:08.200,1,40.445613375,40.445613375,-79.953068358,-79.953068358,246.0482,"[-1.7161645582815915e-05, 2.011873792919916e-05]",2.6444010569011313e-05,"[3.807938206313995e-06, -1.3332862632973432e-05]",1.3865987861412726e-05,,,
1041,1679694608.3,2023/03/24 17:50:08.300,1,40.445611675,40.445611675,-79.953066341,-79.953066341,246.0278,"[-1.6867154157046208e-05, 2.093922434167139e-05]",2.6887766835280406e-05,"[1.998223118878361e-05, 3.5055414252412354e-06]",2.0287394706222846e-05,,,
1042,1679694608.4,2023/03/24 17:50:08.400,1,40.445610072,40.445610072,-79.953064239,-79.953064239,246.0139,"[-1.535473591686112e-05, 2.100618367527219e-05]",2.601975533466479e-05,"[1.6955018052239946e-05, -1.7434517151024262e-07]",1.6955914407386333e-05,,,
1043,1679694608.5,2023/03/24 17:50:08.500,1,40.445608595,40.445608595,-79.953062139,-79.953062139,246.0002,"[-1.4448320453637172e-05, 2.09964100779927e-05]",2.5487314493571574e-05,"[6.521911076357175e-06, -4.445676106670498e-06]",7.892994370537164e-06,,,
1044,1679694608.6,2023/03/24 17:50:08.600,1,40.445607202,40.445607202,-79.953060077,-79.953060077,245.9897,"[-1.3219494343338784e-05, 2.0089522220959876e-05]",2.4048782375829484e-05,"[2.923595872615991e-05, -4.773064338779349e-05]",5.597281126449198e-05,,,
1045,1679694608.7,2023/03/24 17:50:08.700,1,40.445606012,40.445606012,-79.953058223,-79.953058223,245.98,"[-1.072276024111436e-05, 1.7827411702097195e-05]",2.0803706284806438e-05,"[1.0122963955639398e-05, -9.614744404099583e-06]",1.3961293249672062e-05,,,
1046,1679694608.8,2023/03/24 17:50:08.800,1,40.445604978,40.445604978,-79.95305648,-79.95305648,245.9726,"[-1.0080656824510688e-05, 1.7115963181877546e-05]",1.9863933086298436e-05,"[-3.075512784465504e-05, -5.174832566235985e-06]",3.1187445884997576e-05,,,
1047,1679694608.9,2023/03/24 17:50:08.900,1,40.44560401,40.44560401,-79.953054853,-79.953054853,245.9678,"[-7.340886274963174e-06, 1.4836745906569576e-05]",1.6553478196380716e-05,"[3.0767792187097854e-06, -8.404606183920672e-05]",8.4102360734051e-05,,,
1048,1679694609.0,2023/03/24 17:50:09.000,1,40.445603283,40.445603283,-79.953053525,-79.953053525,245.9693,"[-7.282087056637061e-06, 1.4368845151384795e-05]",1.610877099237913e-05,"[-3.326155076053859e-06, 1.3427359958104112e-05]",1.3833195691323698e-05,,,
1049,1679694609.1,2023/03/24 17:50:09.100,1,40.445602554,40.445602554,-79.953052071,-79.953052071,245.9685,"[-7.1395391460517464e-06, 1.4210983924271993e-05]",1.590361856037557e-05,"[6.016907843320577e-05, -2.9826262544736826e-06]",6.024295858334934e-05,,,
1050,1679694609.2,2023/03/24 17:50:09.200,1,40.445601983,40.445601983,-79.953050664,-79.953050664,245.9688,"[-5.859355247179806e-06, 1.3937103270995341e-05]",1.5118693445501253e-05,"[-2.810200556009126e-06, -2.3984151684429234e-06]",3.6945395498236444e-06,,,
1051,1679694609.3,2023/03/24 17:50:09.300,1,40.445601393,40.445601393,-79.953049311,-79.953049311,245.9654,"[-5.840796677420054e-06, 1.2835752866151528e-05]",1.410217917443536e-05,"[6.182582001465499e-07, -3.679115987989793e-05]",3.679635428286693e-05,,,
1052,1679694609.4,2023/03/24 17:50:09.400,1,40.445600846,40.445600846,-79.953048102,-79.953048102,245.9626,"[-4.759296096939967e-06, 1.2438003131918697e-05]",1.3317463018456905e-05,"[1.4059138073581789e-05, 1.2584994930341181e-05]",1.886906094029987e-05,,,
1053,1679694609.5,2023/03/24 17:50:09.500,1,40.445600418,40.445600418,-79.953046835,-79.953046835,245.9622,"[-4.024376281169369e-06, 1.2504780893040858e-05]",1.3136405506659661e-05,"[-3.124445504193388e-07, -7.464596222154253e-05]",7.46466161160507e-05,,,
1054,1679694609.6,2023/03/24 17:50:09.600,1,40.445600019,40.445600019,-79.953045664,-79.953045664,245.9614,"[-3.905636671700843e-06, 1.3852766084017407e-05]",1.4392815082180324e-05,"[5.709806577701186e-06, 3.0124133287853145e-05]",3.066048429981336e-05,,,
1055,1679694609.7,2023/03/24 17:50:09.700,1,40.445599636,40.445599636,-79.953044214,-79.953044214,245.9618,"[-3.964200948781416e-06, 1.42881967612047e-05]",1.4827928238605013e-05,"[-4.125170348720709e-06, -1.1092197661770738e-05]",1.183443616628003e-05,,,
1056,1679694609.8,2023/03/24 17:50:09.800,1,40.445599227,40.445599227,-79.953042793,-79.953042793,245.9594,"[-4.135351326128293e-06, 1.4608256710135325e-05]",1.5182302022411647e-05,"[-1.0392285738097345e-05, 2.935290026098006e-05]",3.113827799659617e-05,,,
1057,1679694609.9,2023/03/24 17:50:09.900,1,40.445598803,40.445598803,-79.953041269,-79.953041269,245.958,"[-3.929664108087851e-06, 1.5035774010265321e-05]",1.5540809505626275e-05,"[1.371299053654003e-05, -2.9067000025256444e-05]",3.213933104349707e-05,,,
1058,1679694610.0,2023/03/24 17:50:10.000,1,40.445598439,40.445598439,-79.953039791,-79.953039791,245.9577,"[-3.7463311217720393e-06, 1.5721842925609267e-05]",1.6162033963938076e-05,"[-4.146907323236879e-06, 1.632422061090883e-05]",1.6842714119201106e-05,,,
1059,1679694610.1,2023/03/24 17:50:10.100,1,40.445598061,40.445598061,-79.953038184,-79.953038184,245.9533,"[-3.6400034883356947e-06, 1.5950149918719313e-05]",1.6360223342751705e-05,"[2.5282103863110135e-06, -9.007107851826157e-07]",2.6838643177320214e-06,,,
1060,1679694610.2,2023/03/24 17:50:10.200,1,40.445597702,40.445597702,-79.953036594,-79.953036594,245.9533,"[-3.616388248770517e-06, 1.5844667427566877e-05]",1.6252130625122487e-05,"[-1.2145117579770817e-06, -2.603529767619263e-05]",2.6063609955227346e-05,,,
1061,1679694610.3,2023/03/24 17:50:10.300,1,40.445597338,40.445597338,-79.953035058,-79.953035058,245.9533,"[-3.626508437479629e-06, 1.569247270831605e-05]",1.6106062931342193e-05,"[5.22803692383107e-06, 7.459420541681294e-05]",7.477718804450074e-05,,,
1062,1679694610.4,2023/03/24 17:50:10.400,1,40.445596991,40.445596991,-79.953033373,-79.953033373,245.9473,"[-3.4183703556621967e-06, 1.5435266690733025e-05]",1.5809260378098735e-05,"[4.1942674526084225e-05, -2.641675628451e-05]",4.9568467385992814e-05,,,
1063,1679694610.5,2023/03/24 17:50:10.500,1,40.445596702,40.445596702,-79.953031876,-79.953031876,245.9486,"[-3.93039925465057e-06, 1.5360345988185434e-05]",1.585522838617351e-05,"[-3.505314660861821e-05, 8.224774927252607e-06]",3.600513865782557e-05,,,
1064,1679694610.6,2023/03/24 17:50:10.600,1,40.445596239,40.445596239,-79.95303033,-79.95303033,245.9464,"[-4.276559268312359e-06, 1.524811368831592e-05]",1.5836474678008223e-05,"[2.1096701013055834e-06, -1.5813249732981327e-05]",1.5953356231651593e-05,,,
1065,1679694610.7,2023/03/24 17:50:10.700,1,40.445595815,40.445595815,-79.953028832,-79.953028832,245.9404,"[-4.272346909899431e-06, 1.5234372048559465e-05]",1.58221060492103e-05,"[2.993838412260453e-06, 1.0492530198019424e-05]",1.091129040925388e-05,,,
1066,1679694610.8,2023/03/24 17:50:10.800,1,40.445595373,40.445595373,-79.953027272,-79.953027272,245.9401,"[-4.865010421950538e-06, 1.580667456062213e-05]",1.6538418517836167e-05,"[-4.343827004828525e-05, -6.322296753105062e-06]",4.3895953583696956e-05,,,
1067,1679694610.9,2023/03/24 17:50:10.900,1,40.445594753,40.445594753,-79.953025643,-79.953025643,245.935,"[-6.698035986093198e-06, 1.7572696146468227e-05]",1.8805938847265742e-05,"[6.317313583559625e-08, 4.917269878479396e-06]",4.9176756606035006e-06,,,
1068,1679694611.0,2023/03/24 17:50:11.000,1,40.445594079,40.445594079,-79.953023869,-79.953023869,245.9232,"[-6.827105932613826e-06, 1.7828795129232038e-05]",1.9091236501999e-05,"[-1.4226357714038047e-06, -5.090026484803189e-08]",1.4235460565219864e-06,,,
1069,1679694611.1,2023/03/24 17:50:11.100,1,40.44559339,40.44559339,-79.953022086,-79.953022086,245.9117,"[-6.944676238028056e-06, 1.783500582038372e-05]",1.9139382452528415e-05,"[1.2695297662582553e-07, 5.249204272328698e-07]",5.400541761717023e-07,,,
1070,1679694611.2,2023/03/24 17:50:11.200,1,40.445592662,40.445592662,-79.953020301,-79.953020301,245.9101,"[-7.956963828114127e-06, 1.7853665970617273e-05]",1.9546525572395055e-05,"[-1.0984612304340027e-05, 1.3061889292712404e-05]",1.7066770619297994e-05,,,
1071,1679694611.3,2023/03/24 17:50:11.300,1,40.445591842,40.445591842,-79.953018489,-79.953018489,245.9085,"[-8.136865829700282e-06, 1.799962586693886e-05]",1.975335710405496e-05,"[4.026491107393833e-06, -3.1012624897129214e-06]",5.0823675258704e-06,,,
1072,1679694611.5,2023/03/24 17:50:11.500,1,40.44559023,40.44559023,-79.953015153,-79.953015153,245.9105,"[-8.308911757993358e-06, 1.4350862748805126e-05]",1.6582680007681598e-05,"[-2.9097484471001e-05, -2.028967982920308e-05]",3.547301382898998e-05,,,
1073,1679694611.6,2023/03/24 17:50:11.600,1,40.445589312,40.445589312,-79.953013781,-79.953013781,245.9133,"[-9.467329846033861e-06, 1.3472796774623407e-05]",1.6466529304741372e-05,"[-1.3336939755239805e-05, -1.2215162449473351e-06]",1.3392761626026435e-05,,,
1074,1679694611.7,2023/03/24 17:50:11.700,1,40.445588345,40.445588345,-79.953012448,-79.953012448,245.9239,"[-9.40845102924782e-06, 1.3105425149061876e-05]",1.613292035272653e-05,"[7.535604662806618e-06, -2.823749729451547e-05]",2.9225700865708615e-05,,,
1075,1679694611.8,2023/03/24 17:50:11.800,1,40.445587457,40.445587457,-79.953011286,-79.953011286,245.9334,"[-8.199903080639396e-06, 1.0061056152138319e-05]",1.297933979169818e-05,"[7.037412111722443e-06, -2.730850081126816e-05]",2.8200698320950342e-05,,,
1076,1679694611.9,2023/03/24 17:50:11.900,1,40.445586668,40.445586668,-79.953010382,-79.953010382,245.9536,"[-7.6220312340845e-06, 8.363276006417756e-06]",1.1315464890709644e-05,"[9.002443176377298e-06, 1.1844585035992538e-05]",1.4877438550327153e-05,,,
1077,1679694612.0,2023/03/24 17:50:12.000,1,40.445585915,40.445585915,-79.95300959,-79.95300959,245.9692,"[-7.79608064896131e-06, 6.4412422200909515e-06]",1.0112787688021102e-05,"[-3.2452665224278694e-06, -1.1388297735912124e-05]",1.1841667117571423e-05,,,
1078,1679694612.1,2023/03/24 17:50:12.100,1,40.445585128,40.445585128,-79.953008967,-79.953008967,245.9883,"[-7.855598188590755e-06, 6.376947462300626e-06]",1.0118096749761426e-05,"[1.3278955907106895e-05, 3.1394397136794933e-07]",1.3282666554575831e-05,,,
1079,1679694612.2,2023/03/24 17:50:12.200,1,40.445584351,40.445584351,-79.953008328,-79.953008328,246.0034,"[-8.26271892641539e-06, 6.400380632083879e-06]",1.0451669545699267e-05,"[-6.691729083696326e-05, 1.1847804224318281e-05]",6.795803321091996e-05,,,
1080,1679694612.3,2023/03/24 17:50:12.300,1,40.445583372,40.445583372,-79.953007674,-79.953007674,246.0,"[-9.498728784339757e-06, 6.226867505572e-06]",1.1357804693266788e-05,"[2.460009421340966e-07, -6.444390793018567e-05]",6.444437745667016e-05,,,
1081,1679694612.4,2023/03/24 17:50:12.400,1,40.445582424,40.445582424,-79.953007235,-79.953007235,246.0146,"[-9.454801820679519e-06, 3.9384462854014076e-06]",1.0242296452032469e-05,"[9.973970322581569e-06, 2.188856271289503e-05]",2.4053882464834583e-05,,,
1082,1679694612.5,2023/03/24 17:50:12.500,1,40.445581489,40.445581489,-79.953006884,-79.953006884,246.0341,"[-9.63912123242203e-06, 1.5586902915038961e-06]",9.764331700539352e-06,"[-3.6452492173699984e-05, -4.005940967909026e-06]",3.6671947708187394e-05,,,
1083,1679694612.6,2023/03/24 17:50:12.600,1,40.445580425,40.445580425,-79.953006737,-79.953006737,246.0524,"[-1.0819164975930275e-05, 1.4929207383811267e-06]",1.0921682247139623e-05,"[4.91059722956282e-10, 2.7794490919843784e-06]",2.7794491353634153e-06,,,
1084,1679694612.7,2023/03/24 17:50:12.700,1,40.445579316,40.445579316,-79.953006586,-79.953006586,246.0647,"[-1.16316470963488e-05, 1.4051792315361819e-06]",1.1716217087726741e-05,"[-4.3108731146644775e-05, -5.3617068676294616e-05]",6.87979124284465e-05,,,
1085,1679694612.8,2023/03/24 17:50:12.800,1,40.445578012,40.445578012,-79.953006587,-79.953006587,246.0782,"[-1.3701308652690528e-05, -1.595077235926813e-07]",1.3702237098743332e-05,"[-3.515637953780365e-05, 3.3663063119034555e-05]",4.8674149615193114e-05,,,
1086,1679694612.9,2023/03/24 17:50:12.900,1,40.445576591,40.445576591,-79.953006642,-79.953006642,246.0809,"[-1.3469500230567076e-05, -3.0141377861358706e-06]",1.3802625223306564e-05,"[4.39134668035208e-05, -5.4821053090405365e-05]",7.024058960917801e-05,,,
1087,1679694613.0,2023/03/24 17:50:13.000,1,40.44557532,40.44557532,-79.953007094,-79.953007094,246.1033,"[-1.3386706999587464e-05, -4.790687162097927e-06]",1.4218108445847988e-05,"[-4.651702286469446e-06, 2.02136073625486e-07]",4.6560920474369706e-06,,,
1088,1679694613.1,2023/03/24 17:50:13.100,1,40.445573929,40.445573929,-79.953007579,-79.953007579,246.1222,"[-1.472404105391133e-05, -4.978746377298274e-06]",1.5543014522502606e-05,"[-2.3949877116088074e-05, -2.0810192647405534e-05]",3.1727917232271184e-05,,,
1089,1679694613.2,2023/03/24 17:50:13.200,1,40.445572422,40.445572422,-79.953008151,-79.953008151,246.1298,"[-1.4564357660355778e-05, -6.161971717878059e-06]",1.581424704216717e-05,"[2.4018163517702393e-07, -1.4698140336449283e-05]",1.4700102603990006e-05,,,
1090,1679694613.3,2023/03/24 17:50:13.300,1,40.445570966,40.445570966,-79.953008913,-79.953008913,246.1383,"[-1.4563335396459857e-05, -9.801172022278498e-06]",1.7554307473667975e-05,"[5.3273215648031095e-09, -1.8652901086934127e-05]",1.8652901847683203e-05,,,
1091,1679694613.4,2023/03/24 17:50:13.400,1,40.445569509,40.445569509,-79.953009962,-79.953009962,246.1588,"[-1.4583532932204876e-05, -1.0934964274946923e-05]",1.8227805037334297e-05,"[-5.316235857048472e-05, -2.6618737292926115e-06]",5.322895772535367e-05,,,
1092,1679694613.5,2023/03/24 17:50:13.500,1,40.44556795,40.44556795,-79.953011071,-79.953011071,246.1752,"[-1.4944863484853049e-05, -1.1267009920744313e-05]",1.8716154977319587e-05,"[4.949931943739476e-06, -1.4195240752256308e-05]",1.5033518758499978e-05,,,
1093,1679694613.6,2023/03/24 17:50:13.600,1,40.445566465,40.445566465,-79.95301228,-79.95301228,246.2106,"[-1.490781183341517e-05, -1.3026253084550076e-05]",1.9797124111427492e-05,"[9.925743566970366e-06, -8.56694154149757e-05]",8.624250183581718e-05,,,
1094,1679694613.7,2023/03/24 17:50:13.700,1,40.445564965,40.445564965,-79.953013768,-79.953013768,246.2293,"[-1.5680599734924495e-05, -1.4303953357580722e-05]",2.1224615183855726e-05,"[-2.089754374690705e-05, 0.00018751004862795819]",0.00018867094548740974,,,
1095,1679694613.8,2023/03/24 17:50:13.800,1,40.445563347,40.445563347,-79.953015058,-79.953015058,246.2442,"[-1.6133970809960663e-05, -1.946762368690189e-05]",2.528425174118242e-05,"[4.801525112717161e-06, -8.250498648196596e-06]",9.545960996774886e-06,,,
1096,1679694613.9,2023/03/24 17:50:13.900,1,40.44556174,40.44556174,-79.953017028,-79.953017028,246.2716,"[-1.6182065846525357e-05, -1.9752142547768596e-05]",2.553441580080995e-05,"[-8.28885795959019e-05, 3.482082263484481e-07]",8.28893109899887e-05,,,
1097,1679694614.0,2023/03/24 17:50:14.000,1,40.445559969,40.445559969,-79.953019005,-79.953019005,246.2909,"[-1.6621493974512528e-05, -1.9823181759659037e-05]",2.5869530282191732e-05,"[2.414449516446478e-05, -6.333573721008344e-05]",6.778179884520336e-05,,,
1098,1679694614.1,2023/03/24 17:50:14.100,1,40.445558348,40.445558348,-79.953021215,-79.953021215,246.303,"[-1.6594282115277303e-05, -2.348691602554475e-05]",2.8757701982467285e-05,"[-5.2181000789169815e-06, -0.000106975602848125]",0.00010710279255534545,,,
1099,1679694614.2,2023/03/24 17:50:14.200,1,40.445556665,40.445556665,-79.953023725,-79.953023725,246.2986,"[-1.7040458186737204e-05, -2.297727205995597e-05]",2.8606507066245824e-05,"[-1.5075465217437182e-05, 3.0596349823897114e-05]",3.410874190099141e-05,,,
1100,1679694614.3,2023/03/24 17:50:14.300,1,40.44555489,40.44555489,-79.953025964,-79.953025964,246.3074,"[-1.8415361903800682e-05, -2.2745336305882116e-05]",2.9265609129413872e-05,"[-9.005405511584062e-05, -3.949310103976113e-05]",9.83332999168829e-05,,,
1101,1679694614.4,2023/03/24 17:50:14.400,1,40.445552906,40.445552906,-79.953028286,-79.953028286,246.2973,"[-1.8186481660316935e-05, -2.2194569870492302e-05]",2.869402458556849e-05,"[6.620398134315076e-06, 0.0001310780560651894]",0.00013124513877963548,,,
1102,1679694614.5,2023/03/24 17:50:14.500,1,40.445551119,40.445551119,-79.953030246,-79.953030246,246.3188,"[-1.7568107462799085e-05, -2.096481263731525e-05]",2.7352545927978806e-05,"[-6.4792401025665e-07, -4.998702041096071e-05]",4.9991219379895804e-05,,,
1103,1679694614.6,2023/03/24 17:50:14.600,1,40.445549372,40.445549372,-79.953032416,-79.953032416,246.3282,"[-1.7241438853488007e-05, -2.0671088229973233e-05]",2.6917672677070425e-05,"[2.055483416322054e-05, 1.9219987393343842e-05]",2.8140879923659006e-05,,,
